title,company,location,link
Data engineer,Success Korea,서울 강남구,https://kr.indeed.com/viewjob?jk=22b69448bcfcf9ed&from=web&vjs=3
저축은행 디지털뱅킹팀 데이터분석,국내자본 저축은행,서울 구로구,https://kr.indeed.com/viewjob?jk=51dcabafcf7a0bb0&from=web&vjs=3
응용프로그래머[팀장급],Success Korea,서울 성수동,https://kr.indeed.com/viewjob?jk=70cec3def4ca3b27&from=web&vjs=3
Data Scientist,Success Korea,서울 역삼동,https://kr.indeed.com/viewjob?jk=12abe7e77fe54636&from=web&vjs=3
저축은행 디지털금융본부 Data Science 팀 신용평가 모형 개발 경력자,국내자본 저축은행,서울 구로구,https://kr.indeed.com/viewjob?jk=040fc399ee73475e&from=web&vjs=3
"클라우드 서비스 개발자 중급 이상 (IaaS, PaaS)",SW개발전문회사,서울,https://kr.indeed.com/viewjob?jk=71e2c13dfd486051&from=web&vjs=3
ICT 서비스본부 디지털LAB,국내자본 저축은행,서울 구로구,https://kr.indeed.com/viewjob?jk=5d6f265e064496e0&from=web&vjs=3
IT Specialist,Success Korea,서울 여의도역,https://kr.indeed.com/viewjob?jk=4983bec8167924da&from=web&vjs=3
저축은행 디지털금융본부 Data Science 팀 CSS운영 경력자,국내자본 저축은행,서울 구로구,https://kr.indeed.com/viewjob?jk=bfb3ee6d45d67013&from=web&vjs=3
Client Software Engineer - NFS (코어 엔지니어),Success Korea,서울 강남구,https://kr.indeed.com/viewjob?jk=94186b23eca3f106&from=web&vjs=3
Back-end Software Engineer,Success Korea,서울 청담동,https://kr.indeed.com/viewjob?jk=25c369885062d570&from=web&vjs=3
저축은행 ICT빅데이터팀 데이터 분석 및 서비스 개발/운영,국내자본 저축은행,서울 구로구,https://kr.indeed.com/viewjob?jk=e88d9dd3a732ae60&from=web&vjs=3
NFS - Technical Artist,Success Korea,서울,https://kr.indeed.com/viewjob?jk=3d2919e619aad7ea&from=web&vjs=3
Technical Artist,Success Korea,서울 강남구,https://kr.indeed.com/viewjob?jk=220551aa57f5eed8&from=web&vjs=3
FIFA - Technical Artist,Success Korea,서울,https://kr.indeed.com/viewjob?jk=9611a65456a23a06&from=web&vjs=3
Senior Fullstack Engineer,Beam,서울,https://kr.indeed.com/viewjob?jk=346d38e7305a5d19&from=web&vjs=3
[Artist] Technical Artist - FIFA,Success Korea,서울 강남구,https://kr.indeed.com/viewjob?jk=5467f1fc45de3a63&from=web&vjs=3
강화학습 제품 연구개발,Success Korea,서울 선릉역,https://kr.indeed.com/viewjob?jk=5e64f4f0a7a027a5&from=web&vjs=3
Microsoft 기술지원(Azure),Success Korea,서울 논현동,https://kr.indeed.com/viewjob?jk=5620b1845a6fad85&from=web&vjs=3
Full Stack engineer,Success Korea,서울 강남구,https://kr.indeed.com/viewjob?jk=a36575ac8cc4c778&from=web&vjs=3
서버 시스템 or PHP 기반의 서버 엔지니어,Success Korea,서울 강남구,https://kr.indeed.com/viewjob?jk=d98bd89a9218a693&from=web&vjs=3
응용프로그래머[JAVA],Success Korea,서울 성수동,https://kr.indeed.com/viewjob?jk=de242c6c5e9207a9&from=web&vjs=3
웹/응용프로그래머[JAVA],Success Korea,서울 성수동,https://kr.indeed.com/viewjob?jk=311976c5906e5c25&from=web&vjs=3
응용프로그래머[JAVA]-PM,Success Korea,서울 성수동,https://kr.indeed.com/viewjob?jk=648f85cf1a59df6f&from=web&vjs=3
DevOps Developer(Cloud),Success Korea,서울 논현동,https://kr.indeed.com/viewjob?jk=358bc3e678feaab7&from=web&vjs=3
"Senior, Back-end Engineer (Ads Relevance)",Coupang,서울,https://kr.indeed.com/viewjob?jk=745730c0919d98f8&from=web&vjs=3
Microsoft Azure Cloud Solution Architect,Success Korea,서울 논현동,https://kr.indeed.com/viewjob?jk=c3ea33eb7ad24308&from=web&vjs=3
Pipeline TD,Mofac,서울 서초구,https://kr.indeed.com/viewjob?jk=1d98c46b4900b7e6&from=web&vjs=3
게임 인공지능(AI),Success Korea,성남 분당구,https://kr.indeed.com/viewjob?jk=eade43a056215708&from=web&vjs=3
WaveBridge BackEnd Developer 경력직,웨이브릿지,서울 강남구,https://kr.indeed.com/viewjob?jk=ea7a7ab6e15151c1&from=web&vjs=3
Vocational Training Program Intern (Software Engineering) - 2022 Graduates - Korea,SAP,서울,https://kr.indeed.com/viewjob?jk=c4960e4183440fc1&from=web&vjs=3
[Engineering] Back-end Developer,"Miso, inc",서울,https://kr.indeed.com/viewjob?jk=80d3108dade97b0f&from=web&vjs=3
Data Engineer(경력),PUBG,서울,https://kr.indeed.com/viewjob?jk=fa765e906dee93e3&from=web&vjs=3
[공통기술부문] SRE 엔지니어(DevOps),우아한 형제들,서울 송파구,https://kr.indeed.com/viewjob?jk=7f47fc1d202dd11c&from=web&vjs=3
"Specialized Solutions Architect III, Analytics",Amazon Web Services Korea LLC,서울,https://kr.indeed.com/viewjob?jk=9bc37251d0a3154e&from=web&vjs=3
[정규직] Data platform 개발 및 운영,SK 씨앤씨,서울,https://kr.indeed.com/viewjob?jk=bf69f4a993ef31cd&from=web&vjs=3
온시큐리티(주) 빅데이터기반 인공지능 네트워크/보안 개발자 정규직,온시큐리티,서울 송파구,https://kr.indeed.com/viewjob?jk=2c229768afa02d2d&from=web&vjs=3
정보보호 담당자,씨디네트웍스,서울 강남구,https://kr.indeed.com/viewjob?jk=7a10af25a567bb7f&from=web&vjs=3
"광고기획(AE, AP) 및 디지털부문 경력사원",지투알,서울,https://kr.indeed.com/viewjob?jk=682b9c048263e07a&from=web&vjs=3
Cloud Specialist,Oracle,서울,https://kr.indeed.com/viewjob?jk=3491ab6b9f47aeb1&from=web&vjs=3
[NAVER Cloud] 클라우드 데이터베이스 엔지니어 (DBA) 경력사원,네이버,서울,https://kr.indeed.com/viewjob?jk=ff605184d13b3f3f&from=web&vjs=3
Junior and/or Senior Engineers for MySQLDatabase Services,Success Korea,서울,https://kr.indeed.com/viewjob?jk=882ce3f45214f1b1&from=web&vjs=3
[KSTEC] RPA 시스템 개발 신입 및 경력사원,지식시스템,성남 분당구,https://kr.indeed.com/viewjob?jk=f43d63d179cde302&from=web&vjs=3
배민상회 사업관리 및 기획 경력직 (3년이상),우아한 형제들,서울 송파구,https://kr.indeed.com/viewjob?jk=d9f572a2101765f1&from=web&vjs=3
Server Developer(Python) - ASAP,Success Korea,서울,https://kr.indeed.com/viewjob?jk=feb3e6495e583e41&from=web&vjs=3
(ZUM) 데이터 사이언티스트 (경력),줌인터넷,서울 서초동,https://kr.indeed.com/viewjob?jk=811ea5353a1725e6&from=web&vjs=3
HW/SW 분야 직무 교육 전문강사,에이치에스글로벌,서울 강남구,https://kr.indeed.com/viewjob?jk=c721e9c6f6b97595&from=web&vjs=3
디다이브 웹(앱) 개발자,디다이브,서울 강남구,https://kr.indeed.com/viewjob?jk=96d964852487dd5f&from=web&vjs=3
[NAVER Cloud] 네이버클라우드 빅데이터플랫폼 상품개발 경력사원,네이버,서울,https://kr.indeed.com/viewjob?jk=2d03a8e00016009c&from=web&vjs=3
Full Stack Developer (Internal Products),Toss,서울 강남구,https://kr.indeed.com/viewjob?jk=60c38beac39270b1&from=web&vjs=3
"Android 신입/경력 정규직, 계약직",비버소프트,성남 분당구,https://kr.indeed.com/viewjob?jk=8166890c31ae1c53&from=web&vjs=3
블록체인/이머징 핀테크 사업 보안 엔지니어,Success Korea,성남 분당구,https://kr.indeed.com/viewjob?jk=8b5d08f5b64e487c&from=web&vjs=3
"HTML·DHTML·mHTML, JAVA 외 신입/경력 정규직, 계약직, 인턴 외",119종합솔루션,서울 영등포구,https://kr.indeed.com/viewjob?jk=ffb319f25ac9bc11&from=web&vjs=3
게임플랫폼 Server 개발,Success Korea,경기도 성남,https://kr.indeed.com/viewjob?jk=a3f7e859f78c3856&from=web&vjs=3
모바일 캐쥬얼게임 데이터 분석,Success Korea,성남 분당구,https://kr.indeed.com/viewjob?jk=c67e69651d93a210&from=web&vjs=3
Video Solution System Engineer,Success Korea,서울,https://kr.indeed.com/viewjob?jk=838599aa8cfbcf47&from=web&vjs=3
Junior and/or Senior S/W Engineers for Hadoop and HIVE,Success Korea,서울,https://kr.indeed.com/viewjob?jk=98ce457f0c17a02e&from=web&vjs=3
"모바일 앱 서버 개발(Java, Python)",휴먼디지털,서울,https://kr.indeed.com/viewjob?jk=16dff836029458af&from=web&vjs=3
대기업 빅데이터 분석(Data Scientist),에이치알 코리아,서울,https://kr.indeed.com/viewjob?jk=28d288e94d6f1f90&from=web&vjs=3
Video Analytics(VA) Software Developer,Success Korea,서울,https://kr.indeed.com/viewjob?jk=ca46d5dccd5e9d73&from=web&vjs=3
Data Analyst (데이터 분석가) 경력직,Success Korea,서울 송파구,https://kr.indeed.com/viewjob?jk=a4e5c4e5a7a552a1&from=web&vjs=3
Cloud Platform 개발,푸드테크서비스,대한민국,https://kr.indeed.com/viewjob?jk=6d55377ce276335a&from=web&vjs=3
iOS 개발자,스포카,서울 강남구,https://kr.indeed.com/viewjob?jk=57a546aba8188299&from=web&vjs=3
광고플랫폼 Data Scientist,Success Korea,성남 분당구,https://kr.indeed.com/viewjob?jk=a0b45579980662e5&from=web&vjs=3
RDBMS / NoSQL 운영,Success Korea,성남 분당구,https://kr.indeed.com/viewjob?jk=6679e8bd774098f8&from=web&vjs=3
Product Manager (PM) / 제품 관리자 경력자,더블미코리아,서울 서초구,https://kr.indeed.com/viewjob?jk=05aab6367694289d&from=web&vjs=3
DBA (Oracle),국내기업,서울 금천구청역,https://kr.indeed.com/viewjob?jk=223abff8e5657f3e&from=web&vjs=3
리눅스 시스템 운영관리 과장~차장급,씨디네트웍스,서울 강남구,https://kr.indeed.com/viewjob?jk=bf3831756f25f2f9&from=web&vjs=3
Front-end 웹/앱 개발자 (병역특례 가능),스마트디아그노시스,서울 마포구,https://kr.indeed.com/viewjob?jk=8a48c202f69d2877&from=web&vjs=3
Mobile Field Applications Engineer,Dolby,서울,https://kr.indeed.com/viewjob?jk=ba020dbad779cf77&from=web&vjs=3
Data Scientist (Analytics Modeling Expert),Success Korea,서울,https://kr.indeed.com/viewjob?jk=10530ea7d98370b7&from=web&vjs=3
[구로발게임즈][구로발게임즈] 실사형 대작 전략RPG 클라이언트 개발자 (경력 5년 이상),구로발게임즈,서울 구로동,https://kr.indeed.com/viewjob?jk=148de25295945d1d&from=web&vjs=3
"S/W 엔지니어, IT기술지원 신입/경력 정규직",시큐어키,서울 금천구,https://kr.indeed.com/viewjob?jk=9a09dbf989f3801c&from=web&vjs=3
"마케팅 Data Analyst / Data Scientist 컨설턴트(과장/대리급 5명 정도) ,S그룹",코어포인트,서울 송파구,https://kr.indeed.com/viewjob?jk=577df8e1f254733a&from=web&vjs=3
[Anti-Cheat] Data Analyst,PUBG,서울,https://kr.indeed.com/viewjob?jk=17b03ebf96f6e2db&from=web&vjs=3
Solution Architecture: Starts-Up/Gaming,Success Korea,서울,https://kr.indeed.com/viewjob?jk=6ae76a6437a8a2b6&from=web&vjs=3
빅데이터 전략/마케팅 (과~차장),Success Korea,서울 중구,https://kr.indeed.com/viewjob?jk=c81984fb6cd9a0c6&from=web&vjs=3
[유망 벤처기업] Full-Stack 개발자,인코리아 프로페셔널,서울 강남구,https://kr.indeed.com/viewjob?jk=9bbee857ffaa0124&from=web&vjs=3
데이터 분석 - 데이터 분석 및 활용,Success Korea,경기도 부천,https://kr.indeed.com/viewjob?jk=88e0b296b52a64d7&from=web&vjs=3
서비스플랫폼 구축 총괄 관리,제이앤제이글로벌컨설팅,서울 강남구,https://kr.indeed.com/viewjob?jk=4ac1544f2b89722e&from=web&vjs=3
데이터분석가,Success Korea,경기도 성남,https://kr.indeed.com/viewjob?jk=7991847581adc522&from=web&vjs=3
Sydney Based Cloud Support Engineer,Success Korea,대한민국,https://kr.indeed.com/viewjob?jk=449c79ff66c3925c&from=web&vjs=3
경력 있는 로보 콘텐츠 개발자 (정규직),주)씽크풀,서울 영등포구,https://kr.indeed.com/viewjob?jk=e72f3421e3a0e344&from=web&vjs=3
게임플랫폼 서버개발,Success Korea,성남 서현역,https://kr.indeed.com/viewjob?jk=54a07508e05274ad&from=web&vjs=3
C / C++ for our CDN/ADN system Developer,Success Korea,서울,https://kr.indeed.com/viewjob?jk=99e76e3ade272a0a&from=web&vjs=3
"웹개발, JAVA 외 경력 정규직, 계약직",오에스씨코리아이카이카,서울 서초구,https://kr.indeed.com/viewjob?jk=957b9bde11462dce&from=web&vjs=3
Blockchain Software Engineer,Success Korea,성남 분당구,https://kr.indeed.com/viewjob?jk=8c651677f4732df6&from=web&vjs=3
게임밸런스 개발자(게임 시뮬레이터 개발),Success Korea,성남 분당구,https://kr.indeed.com/viewjob?jk=b94e79d91fcb12ac&from=web&vjs=3
Data Scientist,에너지 거래소 및 에너지데이터 중개,서울,https://kr.indeed.com/viewjob?jk=1622a08497f8c091&from=web&vjs=3
로봇 소프트웨어 개발자(자율주행),Success Korea,서울,https://kr.indeed.com/viewjob?jk=46a2caefb4852fa5&from=web&vjs=3
기술적 진단/침해분석(시스템보안),Success Korea,서울,https://kr.indeed.com/viewjob?jk=2d68585432d43fd9&from=web&vjs=3
Bioinformatics(팀장1/연구원1),에이치알 코리아,서울,https://kr.indeed.com/viewjob?jk=d534fcab8378e8fb&from=web&vjs=3
"주식운용, 마케팅",디지비자산운용,서울 여의도역,https://kr.indeed.com/viewjob?jk=aa543771fc36823f&from=web&vjs=3
"[(주)데이터누리] Java 개발자 신입, 경력",데이터누리,서울 강서구,https://kr.indeed.com/viewjob?jk=643ef4db65461d01&from=web&vjs=3
AI(인공지능) 개발자,휴먼디지털,서울,https://kr.indeed.com/viewjob?jk=d498993697237b33&from=web&vjs=3
서버 개발자,유명메신저회사,서울 강남구,https://kr.indeed.com/viewjob?jk=0a8de9ccfaf243ab&from=web&vjs=3
게임플랫폼 Client 개발,Success Korea,경기도 성남,https://kr.indeed.com/viewjob?jk=913dea5d207616b9&from=web&vjs=3
[NAVER Cloud] Infra Security 경력사원,네이버,서울,https://kr.indeed.com/viewjob?jk=437884eb6c8b355e&from=web&vjs=3
통계 분석 전문가,Success Korea,서울 강서구,https://kr.indeed.com/viewjob?jk=04ecc7af1c61ab5a&from=web&vjs=3
솔루션 개발 웹프로그래머 경력자,비욘드테크,서울 금천구,https://kr.indeed.com/viewjob?jk=59fdca8c8e9ce8c0&from=web&vjs=3
빅데이터 분석/활용(과~차장),Success Korea,서울,https://kr.indeed.com/viewjob?jk=2dc48511f09843fa&from=web&vjs=3
머신러닝 (데이터플랫폼 구축 및 분석 시스템 개발)(3~12년 차) 경력자 (국내 대기업 계열 건설회사),에이치엘비파트너스,서울,https://kr.indeed.com/viewjob?jk=1cc0e9aa192f7a6f&from=web&vjs=3
[코그넥스] 딥러닝 연구원 (신입/경력/전문연구요원),코그넥스코리아,서울 서초구,https://kr.indeed.com/viewjob?jk=5331de34a85a125a&from=web&vjs=3
Solution Developer (솔루션 개발자) 영입,베스핀글로벌,성남 분당구,https://kr.indeed.com/viewjob?jk=acb628b98cafb77d&from=web&vjs=3
기술적 진단/침해분석 (대리~과장),Success Korea,서울,https://kr.indeed.com/viewjob?jk=57eeb0cd4196cbe4&from=web&vjs=3
Cloud Architect,Amazon Web Services Korea LLC,서울,https://kr.indeed.com/viewjob?jk=6eef70b64440194e&from=web&vjs=3
Changshu Kasmain Cookware,LinkEra,서울,https://kr.indeed.com/viewjob?jk=bd374497eaf01ef2&from=web&vjs=3
데이타분석,Success Korea,서울 상암동,https://kr.indeed.com/viewjob?jk=a390d9ed3a15a69f&from=web&vjs=3
서버개발자,Success Korea,성남 판교역,https://kr.indeed.com/viewjob?jk=5e6a30865a5ba13e&from=web&vjs=3
(데이터개발) 분석플랫폼 엔지니어,Nexon,성남 분당구,https://kr.indeed.com/viewjob?jk=d67455aa6c39f28e&from=web&vjs=3
(데이터개발) 백엔드 엔지니어,Nexon,성남 분당구,https://kr.indeed.com/viewjob?jk=b51f7378e367a91c&from=web&vjs=3
모바일게임 서버개발자 모집,Success Korea,성남 서현동,https://kr.indeed.com/viewjob?jk=52b0b1936e8b4732&from=web&vjs=3
데이터 분석,Success Korea,성남 분당구,https://kr.indeed.com/viewjob?jk=a3466ccc9a114807&from=web&vjs=3
Data Analyst (3년 이상),Success Korea,서울,https://kr.indeed.com/viewjob?jk=0ec5b648329eb0eb&from=web&vjs=3
게임서버 개발,Success Korea,성남 분당구,https://kr.indeed.com/viewjob?jk=18647b6687b43e04&from=web&vjs=3
Effect Supervisor (경력 10년 이상) Effect Artist (신입),Mofac,서울 서초구,https://kr.indeed.com/viewjob?jk=0fea9598510abf0e&from=web&vjs=3
MES 시스템 개발 경력직원,호전실업,서울 마포구,https://kr.indeed.com/viewjob?jk=a34482e3f4751f7f&from=web&vjs=3
AI Algorithm Developer,펄핏,서울 강남구,https://kr.indeed.com/viewjob?jk=88b7dece067cd1c6&from=web&vjs=3
모션 캡처(motion capture) 소프트웨어 개발자,모션테크놀로지,서울 강남구,https://kr.indeed.com/viewjob?jk=4aebaac04c66b4da&from=web&vjs=3
보안 엔지니어,Success Korea,성남 분당구,https://kr.indeed.com/viewjob?jk=736c75e6528f5bb4&from=web&vjs=3
웹개발자,매장공유기 서비스,서울,https://kr.indeed.com/viewjob?jk=528f6bfd19115fe1&from=web&vjs=3
일삼헤르츠(주) 웹개발 서비스 개발자 경력직,일삼헤르츠,서울,https://kr.indeed.com/viewjob?jk=5003a0c1eab64760&from=web&vjs=3
Senior Solutions Consultant - South Korea,Cloudera,서울,https://kr.indeed.com/viewjob?jk=a2bae5598f01349a&from=web&vjs=3
데이터 과학자(Data Scientist),Success Korea,서울 선릉역,https://kr.indeed.com/viewjob?jk=1507c71b18b36a92&from=web&vjs=3
게임밸런스 (게임 시뮬레이터),Success Korea,성남 분당구,https://kr.indeed.com/viewjob?jk=9681ee519a4f870e&from=web&vjs=3
".NET, C·C++ 외 경력 정규직",아이비에스티,창원 마산회원구,https://kr.indeed.com/viewjob?jk=112e28af2e5a7eaf&from=web&vjs=3
머신러닝 개발자,Success Korea,서울,https://kr.indeed.com/viewjob?jk=2900b41c0b091e46&from=web&vjs=3
Data Analyst (3년 이상),Success Korea,서울,https://kr.indeed.com/viewjob?jk=0ec5b648329eb0eb&from=web&vjs=3
Cloud Infra Platform Architect (10년 이상),Success Korea,대한민국,https://kr.indeed.com/viewjob?jk=29f023eff21a6f01&from=web&vjs=3
Infra Platform QA,Success Korea,성남 분당구,https://kr.indeed.com/viewjob?jk=385f70c5ce9c86ff&from=web&vjs=3
S/W Engineering Efficiency,Success Korea,성남 분당구,https://kr.indeed.com/viewjob?jk=18848cd6c6f44fbe&from=web&vjs=3
데이터 과학자(Data Scientist),Success Korea,서울 선릉역,https://kr.indeed.com/viewjob?jk=1507c71b18b36a92&from=web&vjs=3
웹개발자,매장공유기 서비스,서울,https://kr.indeed.com/viewjob?jk=528f6bfd19115fe1&from=web&vjs=3
Imaging Scientist,Success Korea,경기도 화성,https://kr.indeed.com/viewjob?jk=f6e50a2c31a16f79&from=web&vjs=3
머신러닝 개발자,Success Korea,서울,https://kr.indeed.com/viewjob?jk=2900b41c0b091e46&from=web&vjs=3
코어팀 수석,국내기업,서울 강남구,https://kr.indeed.com/viewjob?jk=421ddd42a0d260f4&from=web&vjs=3
Data Analytics,Success Korea,성남 판교역,https://kr.indeed.com/viewjob?jk=f2c420c7e4dc9913&from=web&vjs=3
[NAVER Cloud] Naver Cloud Platform의 hypervisor orchestration 및 RESTful api 와 관리도구 개발 경력사원,네이버,서울,https://kr.indeed.com/viewjob?jk=6767f04fa0a78e23&from=web&vjs=3
